"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","param","value","mean","lowerci","upperci"
"15","CFAC3","400_31_2","405_31",405,31,"T90","F","PAST","C","400","31","AC_F",10.757,"sum_bw5",-153.1,-235.6098113653,-275.747229365517,-194.732161569954
"16","CFAC5","700_31_2","701_31",701,31,"T90","F","PAST","C","700","31","AC_F",11.743,"sum_bw5",-329.6,-330.779191431045,-369.239183001557,-293.361745340317
"17","CFAC6","700_28_2","673_28",673,28,"T90","F","PAST","C","700","28","AC_F",10.222,"sum_bw5",-463.3,-421.818185424541,-459.264884461614,-382.9642977618
"18","CFAC8","2800_28_2","3285_28",3285,28,"T90","F","PAST","C","2800","28","AC_F",9.302,"sum_bw5",-442.2,-380.315195204225,-417.260060552528,-342.902449360463
"19","CFAD12","400_28_2","447_28",447,28,"T90","F","PAST","D","400","28","AD_F",5.764,"sum_bw5",-232.4,-326.648805358796,-361.744109796082,-292.742547990963
"20","CFAD2","280_28_2","288_28",288,28,"T90","F","PAST","D","280","28","AD_F",8.646,"sum_bw5",-307.3,-262.014631367727,-299.347364721036,-225.811424778469
"21","CFAD5","700_31_2","701_31",701,31,"T90","F","PAST","D","700","31","AD_F",9.903,"sum_bw5",-212.2,-330.779191431045,-369.239183001557,-293.361745340317
"22","CFAD6","700_28_2","673_28",673,28,"T90","F","PAST","D","700","28","AD_F",8.446,"sum_bw5",-425.7,-421.818185424541,-459.264884461614,-382.9642977618
"23","CFAD8","2800_28_2","3285_28",3285,28,"T90","F","PAST","D","2800","28","AD_F",9.366,"sum_bw5",-328.5,-380.315195204225,-417.260060552528,-342.902449360463
"24","CFAD9","400_28_3","447_28",447,28,"T90","F","PAST","D","400","28","AD_F",6.6,"sum_bw5",-410.1,-326.648805358796,-361.744109796082,-292.742547990963
"25","CFAE10","280_31_3","311_31",311,31,"T90","F","PAST","E","280","31","AE_F",8.362,"sum_bw5",-125.3,-170.975637374231,-214.430293907407,-130.045834409226
"26","CFAE15","280_28_3","288_28",288,28,"T90","F","PAST","E","280","28","AE_F",8.097,"sum_bw5",-175,-262.014631367727,-299.347364721036,-225.811424778469
"27","CFAE8","2800_28_3","3285_28",3285,28,"T90","F","PAST","E","2800","28","AE_F",11.355,"sum_bw5",-455.2,-380.315195204225,-417.260060552528,-342.902449360463
"28","CFAF2","280_28_3","288_28",288,28,"T90","F","PAST","F","280","28","AF_F",10.805,"sum_bw5",-259.3,-262.014631367727,-299.347364721036,-225.811424778469
"29","CFAF3","400_31_3","405_31",405,31,"T90","F","PAST","F","400","31","AF_F",10.534,"sum_bw5",-230.2,-235.6098113653,-275.747229365517,-194.732161569954
"30","CFAF5","700_31_3","701_31",701,31,"T90","F","PAST","F","700","31","AF_F",10.342,"sum_bw5",-211,-330.779191431045,-369.239183001557,-293.361745340317
"31","CFAF6","700_28_3","673_28",673,28,"T90","F","PAST","F","700","28","AF_F",10.115,"sum_bw5",-361.1,-421.818185424541,-459.264884461614,-382.9642977618
"32","CFAF8","2800_28_3","3285_28",3285,28,"T90","F","PAST","F","2800","28","AF_F",9.643,"sum_bw5",-457.6,-380.315195204225,-417.260060552528,-342.902449360463
"33","CFAF9","400_28_3","447_28",447,28,"T90","F","PAST","F","400","28","AF_F",5.018,"sum_bw5",-409.2,-326.648805358796,-361.744109796082,-292.742547990963
"34","CFPA1","280_31_1","311_31",311,31,"T90","F","PSTR","A","280","31","PA_F",12.372,"sum_bw5",-500.25,-373.99015432457,-409.970082565967,-338.38081015647
"35","CFPA10","2800_28_2","3285_28",3285,28,"T90","F","PSTR","A","2800","28","PA_F",14.24,"sum_bw5",-281.95,-242.191023857212,-273.619672176485,-208.752361183687
"36","CFPA11","400_31_2","405_31",405,31,"T90","F","PSTR","A","400","31","PA_F",10.967,"sum_bw5",-322.05,-382.948663876101,-431.396617415611,-336.120099233224
"37","CFPA12","280_31_2","311_31",311,31,"T90","F","PSTR","A","280","31","PA_F",18.462,"sum_bw5",-495.65,-373.99015432457,-409.970082565967,-338.38081015647
"38","CFPA2","280_28_1","288_28",288,28,"T90","F","PSTR","A","280","28","PA_F",11.998,"sum_bw5",-159.15,-200.02967949081,-231.61062022189,-169.004393903366
"39","CFPA20","700_31_2","701_31",701,31,"T90","F","PSTR","A","700","31","PA_F",10.441,"sum_bw5",-494,-423.151435869847,-460.688040232644,-385.4754087842
"40","CFPA21","280_28_2","288_28",288,28,"T90","F","PSTR","A","280","28","PA_F",16.909,"sum_bw5",-177,-200.02967949081,-231.61062022189,-169.004393903366
"41","CFPA22","2800_31_2","3309_31",3309,31,"T90","F","PSTR","A","2800","31","PA_F",9.655,"sum_bw5",-476.15,-416.151498690972,-454.140323939413,-380.20332931654
"42","CFPA3","400_31_1","405_31",405,31,"T90","F","PSTR","A","400","31","PA_F",12.671,"sum_bw5",-508.25,-382.948663876101,-431.396617415611,-336.120099233224
"43","CFPA6","700_28_1","673_28",673,28,"T90","F","PSTR","A","700","28","PA_F",11.948,"sum_bw5",-177.25,-249.190961036087,-282.793529483773,-216.381845619312
"44","CFPA7","2800_31_1","3309_31",3309,31,"T90","F","PSTR","A","2800","31","PA_F",11.518,"sum_bw5",-477.25,-416.151498690972,-454.140323939413,-380.20332931654
"45","CFPA8","2800_28_1","3285_28",3285,28,"T90","F","PSTR","A","2800","28","PA_F",7.292,"sum_bw5",-258.9,-242.191023857212,-273.619672176485,-208.752361183687
"46","CFPA9","700_28_2","673_28",673,28,"T90","F","PSTR","A","700","28","PA_F",14.665,"sum_bw5",-229.8,-249.190961036087,-282.793529483773,-216.381845619312
"47","CFPB1","400_28_1","447_28",447,28,"T90","F","PSTR","B","400","28","PB_F",7.942,"sum_bw5",-169.1,-208.988189042342,-257.563103953072,-161.591543633182
"48","CFPB12","2800_28_1","3285_28",3285,28,"T90","F","PSTR","B","2800","28","PB_F",9.46,"sum_bw5",-285.65,-242.191023857212,-273.619672176485,-208.752361183687
"49","CFPB2","280_28_1","288_28",288,28,"T90","F","PSTR","B","280","28","PB_F",10.94,"sum_bw5",-235.65,-200.02967949081,-231.61062022189,-169.004393903366
"50","CFPB3","400_31_1","405_31",405,31,"T90","F","PSTR","B","400","31","PB_F",12.899,"sum_bw5",-543.4,-382.948663876101,-431.396617415611,-336.120099233224
"51","CFPB5","700_31_1","701_31",701,31,"T90","F","PSTR","B","700","31","PB_F",9.71,"sum_bw5",-536.2,-423.151435869847,-460.688040232644,-385.4754087842
"52","CFPB6","700_28_1","673_28",673,28,"T90","F","PSTR","B","700","28","PB_F",11.396,"sum_bw5",-175.95,-249.190961036087,-282.793529483773,-216.381845619312
"53","CFPB7","2800_31_1","3309_31",3309,31,"T90","F","PSTR","B","2800","31","PB_F",8.536,"sum_bw5",-481.1,-416.151498690972,-454.140323939413,-380.20332931654
"54","CFPB9","280_31_1","311_31",311,31,"T90","F","PSTR","B","280","31","PB_F",9.076,"sum_bw5",-280.8,-373.99015432457,-409.970082565967,-338.38081015647
"55","CFPC10","400_28_2","447_28",447,28,"T90","F","PSTR","C","400","28","PC_F",10.171,"sum_bw5",-351,-208.988189042342,-257.563103953072,-161.591543633182
"56","CFPC11","280_28_2","288_28",288,28,"T90","F","PSTR","C","280","28","PC_F",12.342,"sum_bw5",-208.35,-200.02967949081,-231.61062022189,-169.004393903366
"57","CFPC12","700_31_2","701_31",701,31,"T90","F","PSTR","C","700","31","PC_F",11.884,"sum_bw5",-514.1,-423.151435869847,-460.688040232644,-385.4754087842
"58","CFPC2","280_28_2","288_28",288,28,"T90","F","PSTR","C","280","28","PC_F",10.872,"sum_bw5",-255.55,-200.02967949081,-231.61062022189,-169.004393903366
"59","CFPC6","700_28_2","673_28",673,28,"T90","F","PSTR","C","700","28","PC_F",11.821,"sum_bw5",-336.95,-249.190961036087,-282.793529483773,-216.381845619312
"60","CFPC8","2800_28_2","3285_28",3285,28,"T90","F","PSTR","C","2800","28","PC_F",10.075,"sum_bw5",-207.2,-242.191023857212,-273.619672176485,-208.752361183687
"61","CFPD1","280_31_2","311_31",311,31,"T90","F","PSTR","D","280","31","PD_F",12.425,"sum_bw5",-438.5,-373.99015432457,-409.970082565967,-338.38081015647
"62","CFPD11","2800_28_2","3285_28",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.24,"sum_bw5",-273.8,-242.191023857212,-273.619672176485,-208.752361183687
"63","CFPD2","280_28_2","288_28",288,28,"T90","F","PSTR","D","280","28","PD_F",11.427,"sum_bw5",-142.15,-200.02967949081,-231.61062022189,-169.004393903366
"64","CFPD5","700_31_2","701_31",701,31,"T90","F","PSTR","D","700","31","PD_F",8.533,"sum_bw5",-463.85,-423.151435869847,-460.688040232644,-385.4754087842
"65","CFPD6","400_28_2","447_28",447,28,"T90","F","PSTR","D","400","28","PD_F",8.239,"sum_bw5",-177.2,-208.988189042342,-257.563103953072,-161.591543633182
"66","CFPD7","2800_31_2","3309_31",3309,31,"T90","F","PSTR","D","2800","31","PD_F",11.931,"sum_bw5",-483.6,-416.151498690972,-454.140323939413,-380.20332931654
"67","CFPD8","2800_28_2","3285_28",3285,28,"T90","F","PSTR","D","2800","28","PD_F",7.965,"sum_bw5",-328.75,-242.191023857212,-273.619672176485,-208.752361183687
"68","CFPD9","700_28_2","673_28",673,28,"T90","F","PSTR","D","700","28","PD_F",7.055,"sum_bw5",-303.75,-249.190961036087,-282.793529483773,-216.381845619312
"69","CFPE10","280_28_1","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",11.543,"sum_bw5",-340,-200.02967949081,-231.61062022189,-169.004393903366
"70","CFPE12","700_28_2","673_28",673,28,"T90","F","PSTR","E","700","28","PE_F",13.964,"sum_bw5",-219.2,-249.190961036087,-282.793529483773,-216.381845619312
"71","CFPE14","280_28_2","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",8.052,"sum_bw5",-201,-200.02967949081,-231.61062022189,-169.004393903366
"72","CFPE2","280_28_3","288_28",288,28,"T90","F","PSTR","E","280","28","PE_F",10.804,"sum_bw5",-272.3,-200.02967949081,-231.61062022189,-169.004393903366
"73","CFPE40","2800_28_1","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.408,"sum_bw5",-286.65,-242.191023857212,-273.619672176485,-208.752361183687
"74","CFPE42","2800_28_1","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",9.626,"sum_bw5",-288.8,-242.191023857212,-273.619672176485,-208.752361183687
"75","CFPE6","700_28_3","673_28",673,28,"T90","F","PSTR","E","700","28","PE_F",10.186,"sum_bw5",-195.9,-249.190961036087,-282.793529483773,-216.381845619312
"76","CFPE8","2800_28_3","3285_28",3285,28,"T90","F","PSTR","E","2800","28","PE_F",11.411,"sum_bw5",-266.35,-242.191023857212,-273.619672176485,-208.752361183687
"77","CFPF1","280_31_3","311_31",311,31,"T90","F","PSTR","F","280","31","PF_F",10.667,"sum_bw5",-398.55,-373.99015432457,-409.970082565967,-338.38081015647
"78","CFPF2","280_28_3","288_28",288,28,"T90","F","PSTR","F","280","28","PF_F",11.07,"sum_bw5",-327.5,-200.02967949081,-231.61062022189,-169.004393903366
"79","CFPF6","700_28_3","673_28",673,28,"T90","F","PSTR","F","700","28","PF_F",11.765,"sum_bw5",-283.75,-249.190961036087,-282.793529483773,-216.381845619312
"80","CFPF7","2800_31_3","3309_31",3309,31,"T90","F","PSTR","F","2800","31","PF_F",12.335,"sum_bw5",-314.35,-416.151498690972,-454.140323939413,-380.20332931654
"81","CFPF8","2800_28_3","3285_28",3285,28,"T90","F","PSTR","F","2800","28","PF_F",15.117,"sum_bw5",-256.85,-242.191023857212,-273.619672176485,-208.752361183687
"82","CFSA1","280_31_1","311_31",311,31,"T90","F","SSID","A","280","31","SA_F",10.283,"sum_bw5",-93.3,-112.660791745677,-147.819288148477,-77.7138975371488
"83","CFSA10","2800_28_1","3285_28",3285,28,"T90","F","SSID","A","2800","28","SA_F",6.446,"sum_bw5",-147.1,-161.997435264624,-194.34644856065,-128.94585471696
"84","CFSA14","280_28_1","288_28",288,28,"T90","F","SSID","A","280","28","SA_F",4.661,"sum_bw5",-142.3,-93.9584896930247,-129.766269256331,-59.4620681815918
"85","CFSA2","400_28_1","447_28",447,28,"T90","F","SSID","A","400","28","SA_F",8.3,"sum_bw5",-146.6,-109.331260422309,-143.224361519455,-75.5906217913336
"86","CFSA3","400_31_1","405_31",405,31,"T90","F","SSID","A","400","31","SA_F",10.181,"sum_bw5",-170.5,-128.033562474961,-162.13344869746,-95.6938618551512
"87","CFSA5","700_31_1","701_31",701,31,"T90","F","SSID","A","700","31","SA_F",8.918,"sum_bw5",-142.2,-151.018487889021,-184.113438328482,-118.660417516222
"88","CFSA6","700_28_1","673_28",673,28,"T90","F","SSID","A","700","28","SA_F",9.068,"sum_bw5",-142.1,-132.316185836369,-165.127863143861,-100.243137041519
"89","CFSA7","2800_31_1","3309_31",3309,31,"T90","F","SSID","A","2800","31","SA_F",8.812,"sum_bw5",-196.9,-180.699737317277,-214.54003151362,-146.573121902897
"90","CFSB1","280_31_1","311_31",311,31,"T90","F","SSID","B","280","31","SB_F",12.31,"sum_bw5",-93.2,-112.660791745677,-147.819288148477,-77.7138975371488
"91","CFSB10","400_31_1","405_31",405,31,"T90","F","SSID","B","400","31","SB_F",11.296,"sum_bw5",-146.5,-128.033562474961,-162.13344869746,-95.6938618551512
"92","CFSB13","400_28_1","447_28",447,28,"T90","F","SSID","B","400","28","SB_F",12.975,"sum_bw5",-118.5,-109.331260422309,-143.224361519455,-75.5906217913336
"93","CFSB2","280_28_1","288_28",288,28,"T90","F","SSID","B","280","28","SB_F",10.805,"sum_bw5",-91.1,-93.9584896930247,-129.766269256331,-59.4620681815918
"94","CFSB3","2800_28_1","3285_28",3285,28,"T90","F","SSID","B","2800","28","SB_F",9.702,"sum_bw5",-117.4,-161.997435264624,-194.34644856065,-128.94585471696
"95","CFSB5","700_31_1","701_31",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"sum_bw5",-118.6,-151.018487889021,-184.113438328482,-118.660417516222
"96","CFSB5","700_31_1","701_31",701,31,"T90","F","SSID","B","700","31","SB_F",11.185,"sum_bw5",-118.6,-151.018487889021,-184.113438328482,-118.660417516222
"97","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"sum_bw5",-109,-132.316185836369,-165.127863143861,-100.243137041519
"98","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"sum_bw5",-109,-132.316185836369,-165.127863143861,-100.243137041519
"99","CFSB6","700_28_1","673_28",673,28,"T90","F","SSID","B","700","28","SB_F",12.153,"sum_bw5",-109,-132.316185836369,-165.127863143861,-100.243137041519
"100","CFSB7","2800_31_1","3309_31",3309,31,"T90","F","SSID","B","2800","31","SB_F",11.199,"sum_bw5",-144.8,-180.699737317277,-214.54003151362,-146.573121902897
"101","CFSC14","400_28_2","447_28",447,28,"T90","F","SSID","C","400","28","SC_F",10.229,"sum_bw5",-138.5,-109.331260422309,-143.224361519455,-75.5906217913336
"102","CFSC2","280_28_2","288_28",288,28,"T90","F","SSID","C","280","28","SC_F",8.893,"sum_bw5",-111.3,-93.9584896930247,-129.766269256331,-59.4620681815918
"103","CFSC5","700_31_2","701_31",701,31,"T90","F","SSID","C","700","31","SC_F",9.915,"sum_bw5",-137.4,-151.018487889021,-184.113438328482,-118.660417516222
"104","CFSC6","700_28_2","673_28",673,28,"T90","F","SSID","C","700","28","SC_F",8.956,"sum_bw5",-134.2,-132.316185836369,-165.127863143861,-100.243137041519
"105","CFSC7","2800_31_2","3309_31",3309,31,"T90","F","SSID","C","2800","31","SC_F",9.433,"sum_bw5",-183.3,-180.699737317277,-214.54003151362,-146.573121902897
"106","CFSC9","2800_28_2","3285_28",3285,28,"T90","F","SSID","C","2800","28","SC_F",9.262,"sum_bw5",-211.3,-161.997435264624,-194.34644856065,-128.94585471696
"107","CFSD1","280_31_2","311_31",311,31,"T90","F","SSID","D","280","31","SD_F",10.682,"sum_bw5",-115.2,-112.660791745677,-147.819288148477,-77.7138975371488
"108","CFSD11","280_28_2","288_28",288,28,"T90","F","SSID","D","280","28","SD_F",10.905,"sum_bw5",-114.6,-93.9584896930247,-129.766269256331,-59.4620681815918
"109","CFSD3","400_31_2","405_31",405,31,"T90","F","SSID","D","400","31","SD_F",10.206,"sum_bw5",-117.1,-128.033562474961,-162.13344869746,-95.6938618551512
"110","CFSD4","280_28_3","288_28",288,28,"T90","F","SSID","D","280","28","SD_F",11.381,"sum_bw5",-113.8,-93.9584896930247,-129.766269256331,-59.4620681815918
"111","CFSD5","700_31_2","701_31",701,31,"T90","F","SSID","D","700","31","SD_F",12.59,"sum_bw5",-136.5,-151.018487889021,-184.113438328482,-118.660417516222
"112","CFSD6","700_28_2","673_28",673,28,"T90","F","SSID","D","700","28","SD_F",9.677,"sum_bw5",-107.1,-132.316185836369,-165.127863143861,-100.243137041519
"113","CFSD7","2800_31_2","3309_31",3309,31,"T90","F","SSID","D","2800","31","SD_F",11.137,"sum_bw5",-135.7,-180.699737317277,-214.54003151362,-146.573121902897
"114","CFSD8","2800_28_2","3285_28",3285,28,"T90","F","SSID","D","2800","28","SD_F",8.568,"sum_bw5",-158.3,-161.997435264624,-194.34644856065,-128.94585471696
"115","CFSD9","400_28_2","447_28",447,28,"T90","F","SSID","D","400","28","SD_F",11.455,"sum_bw5",-122.8,-109.331260422309,-143.224361519455,-75.5906217913336
"116","CFSE1","280_31_3","311_31",311,31,"T90","F","SSID","E","280","31","SE_F",8.451,"sum_bw5",-187.7,-112.660791745677,-147.819288148477,-77.7138975371488
"117","CFSE11","400_28_3","447_28",447,28,"T90","F","SSID","E","400","28","SE_F",1.88,"sum_bw5",-211.1,-109.331260422309,-143.224361519455,-75.5906217913336
"118","CFSE3","400_31_3","405_31",405,31,"T90","F","SSID","E","400","31","SE_F",9.104,"sum_bw5",-126.8,-128.033562474961,-162.13344869746,-95.6938618551512
"119","CFSE5","700_31_3","701_31",701,31,"T90","F","SSID","E","700","31","SE_F",9.119,"sum_bw5",-409.6,-151.018487889021,-184.113438328482,-118.660417516222
"120","CFSE6","700_28_3","673_28",673,28,"T90","F","SSID","E","700","28","SE_F",8.178,"sum_bw5",-214.5,-132.316185836369,-165.127863143861,-100.243137041519
"121","CFSE7","2800_31_3","3309_31",3309,31,"T90","F","SSID","E","2800","31","SE_F",8.936,"sum_bw5",-358.6,-180.699737317277,-214.54003151362,-146.573121902897
"122","CFSE8","2800_28_3","3285_28",3285,28,"T90","F","SSID","E","2800","28","SE_F",6.848,"sum_bw5",-274.7,-161.997435264624,-194.34644856065,-128.94585471696
"123","CFSF11","400_28_3","447_28",447,28,"T90","F","SSID","F","400","28","SF_F",10.117,"sum_bw5",-126.8,-109.331260422309,-143.224361519455,-75.5906217913336
"124","CFSF16","2800_28_3","3285_28",3285,28,"T90","F","SSID","F","2800","28","SF_F",11.373,"sum_bw5",-209.2,-161.997435264624,-194.34644856065,-128.94585471696
"125","CFSF2","280_28_3","288_28",288,28,"T90","F","SSID","F","280","28","SF_F",10.837,"sum_bw5",-100.3,-93.9584896930247,-129.766269256331,-59.4620681815918
"126","CFSF3","400_31_3","405_31",405,31,"T90","F","SSID","F","400","31","SF_F",7.627,"sum_bw5",-132.4,-128.033562474961,-162.13344869746,-95.6938618551512
"127","CFSF5","700_31_3","701_31",701,31,"T90","F","SSID","F","700","31","SF_F",9.508,"sum_bw5",-140.6,-151.018487889021,-184.113438328482,-118.660417516222
"128","CFSF6","700_28_3","673_28",673,28,"T90","F","SSID","F","700","28","SF_F",10.336,"sum_bw5",-135.8,-132.316185836369,-165.127863143861,-100.243137041519
"129","CFSF7","2800_31_3","3309_31",3309,31,"T90","F","SSID","F","2800","31","SF_F",11.597,"sum_bw5",-117.9,-180.699737317277,-214.54003151362,-146.573121902897
"130","CFTA2","280_28_1","288_28",288,28,"T90","F","UTEN","A","280","28","TA_F",32.06,"sum_bw5",-244.9,-212.96466136911,-255.388615873342,-171.106848843384
"131","CFTA6","700_28_1","673_28",673,28,"T90","F","UTEN","A","700","28","TA_F",17.827,"sum_bw5",-456.3,-323.339884799461,-389.362726376409,-256.43040707112
"132","CFTA8","2800_28_1","3285_28",3285,28,"T90","F","UTEN","A","2800","28","TA_F",18.647,"sum_bw5",-184,-133.605379901974,-190.248007976015,-75.1763836433786
"133","CFTB2","280_28_1","288_28",288,28,"T90","F","UTEN","B","280","28","TB_F",23.661,"sum_bw5",-227.5,-212.96466136911,-255.388615873342,-171.106848843384
"134","CFTD1","400_28_2","447_28",447,28,"T90","F","UTEN","D","400","28","TD_F",20.389,"sum_bw5",-296.9,-215.056443172616,-264.437068985995,-166.718203048935
"135","CFTD2","280_28_2","288_28",288,28,"T90","F","UTEN","D","280","28","TD_F",41.524,"sum_bw5",-212,-212.96466136911,-255.388615873342,-171.106848843384
"136","CFTF2","400_28_3","447_28",447,28,"T90","F","UTEN","F","400","28","TF_F",21.864,"sum_bw5",-227.85,-215.056443172616,-264.437068985995,-166.718203048935
"137","CNAA14","700_28_1","673_28",673,28,"T90","N","PAST","A","700","28","AA_N",12.178,"sum_bw5",-376,-421.818185424541,-459.264884461614,-382.9642977618
"138","CNAA2","280_28_1","288_28",288,28,"T90","N","PAST","A","280","28","AA_N",12.034,"sum_bw5",-153.8,-262.014631367727,-299.347364721036,-225.811424778469
"139","CNAA3","400_31_1","405_31",405,31,"T90","N","PAST","A","400","31","AA_N",10.905,"sum_bw5",-338.1,-235.6098113653,-275.747229365517,-194.732161569954
"140","CNAA5","700_31_1","701_31",701,31,"T90","N","PAST","A","700","31","AA_N",10.874,"sum_bw5",-520.2,-330.779191431045,-369.239183001557,-293.361745340317
"141","CNAA6","400_28_1","447_28",447,28,"T90","N","PAST","A","400","28","AA_N",8.667,"sum_bw5",-305.9,-326.648805358796,-361.744109796082,-292.742547990963
"142","CNAA7","2800_31_1","3309_31",3309,31,"T90","N","PAST","A","2800","31","AA_N",11.976,"sum_bw5",-288.6,-289.276201210729,-334.30720591157,-245.818754820042
"143","CNAA9","2800_28_1","3285_28",3285,28,"T90","N","PAST","A","2800","28","AA_N",10.005,"sum_bw5",-312.5,-380.315195204225,-417.260060552528,-342.902449360463
"144","CNAB10","280_28_1","288_28",288,28,"T90","N","PAST","B","280","28","AB_N",9.038,"sum_bw5",-316.9,-262.014631367727,-299.347364721036,-225.811424778469
"145","CNAB11","400_31_1","405_31",405,31,"T90","N","PAST","B","400","31","AB_N",7.304,"sum_bw5",-277.3,-235.6098113653,-275.747229365517,-194.732161569954
"146","CNAB12","2800_28_1","3285_28",3285,28,"T90","N","PAST","B","2800","28","AB_N",6.944,"sum_bw5",-348.3,-380.315195204225,-417.260060552528,-342.902449360463
"147","CNAB13","280_31_1","311_31",311,31,"T90","N","PAST","B","280","31","AB_N",12.161,"sum_bw5",-163.2,-170.975637374231,-214.430293907407,-130.045834409226
"148","CNAB19","400_28_1","447_28",447,28,"T90","N","PAST","B","400","28","AB_N",6.617,"sum_bw5",-461.5,-326.648805358796,-361.744109796082,-292.742547990963
"149","CNAC1","280_31_2","311_31",311,31,"T90","N","PAST","C","280","31","AC_N",8.864,"sum_bw5",-153.9,-170.975637374231,-214.430293907407,-130.045834409226
"150","CNAC12","400_28_2","447_28",447,28,"T90","N","PAST","C","400","28","AC_N",6.932,"sum_bw5",-169.6,-326.648805358796,-361.744109796082,-292.742547990963
"151","CNAC2","280_28_2","288_28",288,28,"T90","N","PAST","C","280","28","AC_N",11.649,"sum_bw5",-230.3,-262.014631367727,-299.347364721036,-225.811424778469
"152","CNAC3","400_31_2","405_31",405,31,"T90","N","PAST","C","400","31","AC_N",8.534,"sum_bw5",-291.3,-235.6098113653,-275.747229365517,-194.732161569954
"153","CNAC5","700_31_2","701_31",701,31,"T90","N","PAST","C","700","31","AC_N",9.56,"sum_bw5",-537.5,-330.779191431045,-369.239183001557,-293.361745340317
"154","CNAC6","700_28_2","673_28",673,28,"T90","N","PAST","C","700","28","AC_N",10.235,"sum_bw5",-541.8,-421.818185424541,-459.264884461614,-382.9642977618
"155","CNAC8","2800_28_2","3285_28",3285,28,"T90","N","PAST","C","2800","28","AC_N",10.829,"sum_bw5",-425.4,-380.315195204225,-417.260060552528,-342.902449360463
"156","CNAD10","280_28_2","288_28",288,28,"T90","N","PAST","D","280","28","AD_N",11.882,"sum_bw5",-456.1,-262.014631367727,-299.347364721036,-225.811424778469
"157","CNAD3","400_31_2","405_31",405,31,"T90","N","PAST","D","400","31","AD_N",12.839,"sum_bw5",-154.8,-235.6098113653,-275.747229365517,-194.732161569954
"158","CNAD5","700_31_2","701_31",701,31,"T90","N","PAST","D","700","31","AD_N",12.119,"sum_bw5",-287.7,-330.779191431045,-369.239183001557,-293.361745340317
"159","CNAD6","700_28_2","673_28",673,28,"T90","N","PAST","D","700","28","AD_N",11.062,"sum_bw5",-418.9,-421.818185424541,-459.264884461614,-382.9642977618
"160","CNAD7","2800_31_2","3309_31",3309,31,"T90","N","PAST","D","2800","31","AD_N",12.793,"sum_bw5",-299,-289.276201210729,-334.30720591157,-245.818754820042
