"","...1","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","treat2","param","value","mean","lowerci","upperci"
"17",17,"CNAB9","400_28",2,447,28,"T0","N","PAST","B","T0","T0","AB_N",9.5,"T0","carb",1.122135651,1.39998587339073,1.2047305702935,1.59109531982771
"18",18,"CNAC9","400_28",2,447,28,"T0","N","PAST","C","T0","T0","AC_N",9.716333333,"T0","carb",0.950007658,1.39998587339073,1.2047305702935,1.59109531982771
"19",19,"CNAD12","400_28",2,447,28,"T0","N","PAST","D","T0","T0","AD_N",10.35566667,"T0","carb",0.56932635,1.39998587339073,1.2047305702935,1.59109531982771
"20",20,"CNAE9","400_28",2,447,28,"T0","N","PAST","E","T0","T0","AE_N",9.664,"T0","carb",1.333993209,1.39998587339073,1.2047305702935,1.59109531982771
"21",21,"CNAF9","400_28",2,447,28,"T0","N","PAST","F","T0","T0","AF_N",10.11366667,"T0","carb",1.569155731,1.39998587339073,1.2047305702935,1.59109531982771
"22",22,"CNPA9","400_28",2,447,28,"T0","N","PSTR","A","T0","T0","PA_N",10.44766667,"T0","carb",0.293315858,0.84195836380508,0.581006433399987,1.09239441694223
"23",23,"CNPB9","400_28",2,447,28,"T0","N","PSTR","B","T0","T0","PB_N",11.17033333,"T0","carb",0.450948388,0.84195836380508,0.581006433399987,1.09239441694223
"24",24,"CNPC10","400_28",2,447,28,"T0","N","PSTR","C","T0","T0","PC_N",10.55266667,"T0","carb",1.120939875,0.84195836380508,0.581006433399987,1.09239441694223
"25",25,"CNPD9","400_28",2,447,28,"T0","N","PSTR","D","T0","T0","PD_N",7.814333333,"T0","carb",1.024084037,0.84195836380508,0.581006433399987,1.09239441694223
"26",26,"CNPE10","400_28",2,447,28,"T0","N","PSTR","E","T0","T0","PE_N",10.709,"T0","carb",1.103422649,0.84195836380508,0.581006433399987,1.09239441694223
"27",27,"CNPF15","400_28",2,447,28,"T0","N","PSTR","F","T0","T0","PF_N",9.076,"T0","carb",1.324968812,0.84195836380508,0.581006433399987,1.09239441694223
"28",28,"CNSB15","400_28",2,447,28,"T0","N","SSID","B","T0","T0","SB_N",10.22766667,"T0","carb",1.484708171,1.07611740701917,0.849313977069834,1.29738866054654
"29",29,"CNSC9","400_28",2,447,28,"T0","N","SSID","C","T0","T0","SC_N",11.61133333,"T0","carb",1.069439676,1.07611740701917,0.849313977069834,1.29738866054654
"30",30,"CNSD10","400_28",2,447,28,"T0","N","SSID","D","T0","T0","SD_N",11.04566667,"T0","carb",1.226928056,1.07611740701917,0.849313977069834,1.29738866054654
"31",31,"CNSE9","400_28",2,447,28,"T0","N","SSID","E","T0","T0","SE_N",10.54866667,"T0","carb",0.69827626,1.07611740701917,0.849313977069834,1.29738866054654
"32",32,"CNSF22","400_28",2,447,28,"T0","N","SSID","F","T0","T0","SF_N",10.542,"T0","carb",1.403308738,1.07611740701917,0.849313977069834,1.29738866054654
"33",1,"CFAA15","400_28",2,447,28,"T0","F","PAST","A","T0","T0","AA_F",12.00066667,"T0","carb",1.940276095,1.39998587339073,1.2047305702935,1.59109531982771
"34",2,"CFAB19","400_28",2,447,28,"T0","F","PAST","B","T0","T0","AB_F",11.39933333,"T0","carb",0.991084967,1.39998587339073,1.2047305702935,1.59109531982771
"35",3,"CFAC15","400_28",2,447,28,"T0","F","PAST","C","T0","T0","AC_F",10.686,"T0","carb",1.642438919,1.39998587339073,1.2047305702935,1.59109531982771
"36",4,"CFAD11","400_28",2,447,28,"T0","F","PAST","D","T0","T0","AD_F",10.54933333,"T0","carb",1.890483184,1.39998587339073,1.2047305702935,1.59109531982771
"37",5,"CFAD11","400_28",2,447,28,"T0","F","PAST","D","T0","T0","AD_F",10.54933333,"T0","carb",1.890483184,1.39998587339073,1.2047305702935,1.59109531982771
"38",6,"CFAE9","400_28",2,447,28,"T0","F","PAST","E","T0","T0","AE_F",14.14233333,"T0","carb",1.346412069,1.39998587339073,1.2047305702935,1.59109531982771
"39",7,"CFAE9","400_28",2,447,28,"T0","F","PAST","E","T0","T0","AE_F",14.14233333,"T0","carb",1.346412069,1.39998587339073,1.2047305702935,1.59109531982771
"40",8,"CFAF11","400_28",2,447,28,"T0","F","PAST","F","T0","T0","AF_F",6.160666667,"T0","carb",1.680024557,1.39998587339073,1.2047305702935,1.59109531982771
"41",9,"CFPB8","400_28",2,447,28,"T0","F","PSTR","B","T0","T0","PB_F",7.280333333,"T0","carb",0.793801603,0.84195836380508,0.581006433399987,1.09239441694223
"42",10,"CFPE13","400_28",2,447,28,"T0","F","PSTR","E","T0","T0","PE_F",8.785333333,"T0","carb",0.627460006,0.84195836380508,0.581006433399987,1.09239441694223
"43",11,"CFSA9","400_28",2,447,28,"T0","F","SSID","A","T0","T0","SA_F",8.170666667,"T0","carb",0.605160317,1.07611740701917,0.849313977069834,1.29738866054654
"44",12,"CFSB9","400_28",2,447,28,"T0","F","SSID","B","T0","T0","SB_F",11.544,"T0","carb",1.034981647,1.07611740701917,0.849313977069834,1.29738866054654
"45",13,"CFSC11","400_28",2,447,28,"T0","F","SSID","C","T0","T0","SC_F",9.465666667,"T0","carb",1.261600217,1.07611740701917,0.849313977069834,1.29738866054654
"46",14,"CFSD12","400_28",2,447,28,"T0","F","SSID","D","T0","T0","SD_F",9.394333333,"T0","carb",1.179693974,1.07611740701917,0.849313977069834,1.29738866054654
"47",15,"CFSE9","400_28",2,447,28,"T0","F","SSID","E","T0","T0","SE_F",9.466666667,"T0","carb",0.764934434,1.07611740701917,0.849313977069834,1.29738866054654
"48",16,"CNAA13","400_28",2,447,28,"T0","N","PAST","A","T0","T0","AA_N",7.16,"T0","carb",1.360746142,1.39998587339073,1.2047305702935,1.59109531982771
"49",17,"CNAB9","400_28",2,447,28,"T0","N","PAST","B","T0","T0","AB_N",9.5,"T0","carb",1.122135651,1.39998587339073,1.2047305702935,1.59109531982771
"50",18,"CNAC9","400_28",2,447,28,"T0","N","PAST","C","T0","T0","AC_N",9.716333333,"T0","carb",0.950007658,1.39998587339073,1.2047305702935,1.59109531982771
"51",19,"CNAD12","400_28",2,447,28,"T0","N","PAST","D","T0","T0","AD_N",10.35566667,"T0","carb",0.56932635,1.39998587339073,1.2047305702935,1.59109531982771
"52",20,"CNAE9","400_28",2,447,28,"T0","N","PAST","E","T0","T0","AE_N",9.664,"T0","carb",1.333993209,1.39998587339073,1.2047305702935,1.59109531982771
"53",21,"CNAF9","400_28",2,447,28,"T0","N","PAST","F","T0","T0","AF_N",10.11366667,"T0","carb",1.569155731,1.39998587339073,1.2047305702935,1.59109531982771
"54",22,"CNPA9","400_28",2,447,28,"T0","N","PSTR","A","T0","T0","PA_N",10.44766667,"T0","carb",0.293315858,0.84195836380508,0.581006433399987,1.09239441694223
"55",23,"CNPB9","400_28",2,447,28,"T0","N","PSTR","B","T0","T0","PB_N",11.17033333,"T0","carb",0.450948388,0.84195836380508,0.581006433399987,1.09239441694223
"56",24,"CNPC10","400_28",2,447,28,"T0","N","PSTR","C","T0","T0","PC_N",10.55266667,"T0","carb",1.120939875,0.84195836380508,0.581006433399987,1.09239441694223
"57",25,"CNPD9","400_28",2,447,28,"T0","N","PSTR","D","T0","T0","PD_N",7.814333333,"T0","carb",1.024084037,0.84195836380508,0.581006433399987,1.09239441694223
"58",26,"CNPE10","400_28",2,447,28,"T0","N","PSTR","E","T0","T0","PE_N",10.709,"T0","carb",1.103422649,0.84195836380508,0.581006433399987,1.09239441694223
"59",27,"CNPF15","400_28",2,447,28,"T0","N","PSTR","F","T0","T0","PF_N",9.076,"T0","carb",1.324968812,0.84195836380508,0.581006433399987,1.09239441694223
"60",28,"CNSB15","400_28",2,447,28,"T0","N","SSID","B","T0","T0","SB_N",10.22766667,"T0","carb",1.484708171,1.07611740701917,0.849313977069834,1.29738866054654
"61",29,"CNSC9","400_28",2,447,28,"T0","N","SSID","C","T0","T0","SC_N",11.61133333,"T0","carb",1.069439676,1.07611740701917,0.849313977069834,1.29738866054654
"62",30,"CNSD10","400_28",2,447,28,"T0","N","SSID","D","T0","T0","SD_N",11.04566667,"T0","carb",1.226928056,1.07611740701917,0.849313977069834,1.29738866054654
"63",31,"CNSE9","400_28",2,447,28,"T0","N","SSID","E","T0","T0","SE_N",10.54866667,"T0","carb",0.69827626,1.07611740701917,0.849313977069834,1.29738866054654
"64",32,"CNSF22","400_28",2,447,28,"T0","N","SSID","F","T0","T0","SF_N",10.542,"T0","carb",1.403308738,1.07611740701917,0.849313977069834,1.29738866054654
"65",1,"CFAA15","400_28",2,447,28,"T0","F","PAST","A","T0","T0","AA_F",12.00066667,"T0","carb",1.940276095,1.39998587339073,1.2047305702935,1.59109531982771
"66",2,"CFAB19","400_28",2,447,28,"T0","F","PAST","B","T0","T0","AB_F",11.39933333,"T0","carb",0.991084967,1.39998587339073,1.2047305702935,1.59109531982771
"67",3,"CFAC15","400_28",2,447,28,"T0","F","PAST","C","T0","T0","AC_F",10.686,"T0","carb",1.642438919,1.39998587339073,1.2047305702935,1.59109531982771
"68",4,"CFAD11","400_28",2,447,28,"T0","F","PAST","D","T0","T0","AD_F",10.54933333,"T0","carb",1.890483184,1.39998587339073,1.2047305702935,1.59109531982771
"69",5,"CFAD11","400_28",2,447,28,"T0","F","PAST","D","T0","T0","AD_F",10.54933333,"T0","carb",1.890483184,1.39998587339073,1.2047305702935,1.59109531982771
"70",6,"CFAE9","400_28",2,447,28,"T0","F","PAST","E","T0","T0","AE_F",14.14233333,"T0","carb",1.346412069,1.39998587339073,1.2047305702935,1.59109531982771
"71",7,"CFAE9","400_28",2,447,28,"T0","F","PAST","E","T0","T0","AE_F",14.14233333,"T0","carb",1.346412069,1.39998587339073,1.2047305702935,1.59109531982771
"72",8,"CFAF11","400_28",2,447,28,"T0","F","PAST","F","T0","T0","AF_F",6.160666667,"T0","carb",1.680024557,1.39998587339073,1.2047305702935,1.59109531982771
"73",9,"CFPB8","400_28",2,447,28,"T0","F","PSTR","B","T0","T0","PB_F",7.280333333,"T0","carb",0.793801603,0.84195836380508,0.581006433399987,1.09239441694223
"74",10,"CFPE13","400_28",2,447,28,"T0","F","PSTR","E","T0","T0","PE_F",8.785333333,"T0","carb",0.627460006,0.84195836380508,0.581006433399987,1.09239441694223
"75",11,"CFSA9","400_28",2,447,28,"T0","F","SSID","A","T0","T0","SA_F",8.170666667,"T0","carb",0.605160317,1.07611740701917,0.849313977069834,1.29738866054654
"76",12,"CFSB9","400_28",2,447,28,"T0","F","SSID","B","T0","T0","SB_F",11.544,"T0","carb",1.034981647,1.07611740701917,0.849313977069834,1.29738866054654
"77",13,"CFSC11","400_28",2,447,28,"T0","F","SSID","C","T0","T0","SC_F",9.465666667,"T0","carb",1.261600217,1.07611740701917,0.849313977069834,1.29738866054654
"78",14,"CFSD12","400_28",2,447,28,"T0","F","SSID","D","T0","T0","SD_F",9.394333333,"T0","carb",1.179693974,1.07611740701917,0.849313977069834,1.29738866054654
"79",15,"CFSE9","400_28",2,447,28,"T0","F","SSID","E","T0","T0","SE_F",9.466666667,"T0","carb",0.764934434,1.07611740701917,0.849313977069834,1.29738866054654
"80",16,"CNAA13","400_28",2,447,28,"T0","N","PAST","A","T0","T0","AA_N",7.16,"T0","carb",1.360746142,1.39998587339073,1.2047305702935,1.59109531982771
"81",17,"CNAB9","400_28",2,447,28,"T0","N","PAST","B","T0","T0","AB_N",9.5,"T0","carb",1.122135651,1.39998587339073,1.2047305702935,1.59109531982771
"82",18,"CNAC9","400_28",2,447,28,"T0","N","PAST","C","T0","T0","AC_N",9.716333333,"T0","carb",0.950007658,1.39998587339073,1.2047305702935,1.59109531982771
"83",19,"CNAD12","400_28",2,447,28,"T0","N","PAST","D","T0","T0","AD_N",10.35566667,"T0","carb",0.56932635,1.39998587339073,1.2047305702935,1.59109531982771
"84",20,"CNAE9","400_28",2,447,28,"T0","N","PAST","E","T0","T0","AE_N",9.664,"T0","carb",1.333993209,1.39998587339073,1.2047305702935,1.59109531982771
"85",21,"CNAF9","400_28",2,447,28,"T0","N","PAST","F","T0","T0","AF_N",10.11366667,"T0","carb",1.569155731,1.39998587339073,1.2047305702935,1.59109531982771
"86",22,"CNPA9","400_28",2,447,28,"T0","N","PSTR","A","T0","T0","PA_N",10.44766667,"T0","carb",0.293315858,0.84195836380508,0.581006433399987,1.09239441694223
"87",23,"CNPB9","400_28",2,447,28,"T0","N","PSTR","B","T0","T0","PB_N",11.17033333,"T0","carb",0.450948388,0.84195836380508,0.581006433399987,1.09239441694223
"88",24,"CNPC10","400_28",2,447,28,"T0","N","PSTR","C","T0","T0","PC_N",10.55266667,"T0","carb",1.120939875,0.84195836380508,0.581006433399987,1.09239441694223
"89",25,"CNPD9","400_28",2,447,28,"T0","N","PSTR","D","T0","T0","PD_N",7.814333333,"T0","carb",1.024084037,0.84195836380508,0.581006433399987,1.09239441694223
"90",26,"CNPE10","400_28",2,447,28,"T0","N","PSTR","E","T0","T0","PE_N",10.709,"T0","carb",1.103422649,0.84195836380508,0.581006433399987,1.09239441694223
"91",27,"CNPF15","400_28",2,447,28,"T0","N","PSTR","F","T0","T0","PF_N",9.076,"T0","carb",1.324968812,0.84195836380508,0.581006433399987,1.09239441694223
"92",28,"CNSB15","400_28",2,447,28,"T0","N","SSID","B","T0","T0","SB_N",10.22766667,"T0","carb",1.484708171,1.07611740701917,0.849313977069834,1.29738866054654
"93",29,"CNSC9","400_28",2,447,28,"T0","N","SSID","C","T0","T0","SC_N",11.61133333,"T0","carb",1.069439676,1.07611740701917,0.849313977069834,1.29738866054654
"94",30,"CNSD10","400_28",2,447,28,"T0","N","SSID","D","T0","T0","SD_N",11.04566667,"T0","carb",1.226928056,1.07611740701917,0.849313977069834,1.29738866054654
"95",31,"CNSE9","400_28",2,447,28,"T0","N","SSID","E","T0","T0","SE_N",10.54866667,"T0","carb",0.69827626,1.07611740701917,0.849313977069834,1.29738866054654
"96",32,"CNSF22","400_28",2,447,28,"T0","N","SSID","F","T0","T0","SF_N",10.542,"T0","carb",1.403308738,1.07611740701917,0.849313977069834,1.29738866054654
"97",1,"CFAA15","400_28",2,447,28,"T0","F","PAST","A","T0","T0","AA_F",12.00066667,"T0","carb",1.940276095,1.39998587339073,1.2047305702935,1.59109531982771
"98",2,"CFAB19","400_28",2,447,28,"T0","F","PAST","B","T0","T0","AB_F",11.39933333,"T0","carb",0.991084967,1.39998587339073,1.2047305702935,1.59109531982771
"99",3,"CFAC15","400_28",2,447,28,"T0","F","PAST","C","T0","T0","AC_F",10.686,"T0","carb",1.642438919,1.39998587339073,1.2047305702935,1.59109531982771
"100",4,"CFAD11","400_28",2,447,28,"T0","F","PAST","D","T0","T0","AD_F",10.54933333,"T0","carb",1.890483184,1.39998587339073,1.2047305702935,1.59109531982771
"101",5,"CFAD11","400_28",2,447,28,"T0","F","PAST","D","T0","T0","AD_F",10.54933333,"T0","carb",1.890483184,1.39998587339073,1.2047305702935,1.59109531982771
"102",6,"CFAE9","400_28",2,447,28,"T0","F","PAST","E","T0","T0","AE_F",14.14233333,"T0","carb",1.346412069,1.39998587339073,1.2047305702935,1.59109531982771
"103",7,"CFAE9","400_28",2,447,28,"T0","F","PAST","E","T0","T0","AE_F",14.14233333,"T0","carb",1.346412069,1.39998587339073,1.2047305702935,1.59109531982771
"104",8,"CFAF11","400_28",2,447,28,"T0","F","PAST","F","T0","T0","AF_F",6.160666667,"T0","carb",1.680024557,1.39998587339073,1.2047305702935,1.59109531982771
"105",9,"CFPB8","400_28",2,447,28,"T0","F","PSTR","B","T0","T0","PB_F",7.280333333,"T0","carb",0.793801603,0.84195836380508,0.581006433399987,1.09239441694223
"106",10,"CFPE13","400_28",2,447,28,"T0","F","PSTR","E","T0","T0","PE_F",8.785333333,"T0","carb",0.627460006,0.84195836380508,0.581006433399987,1.09239441694223
"107",11,"CFSA9","400_28",2,447,28,"T0","F","SSID","A","T0","T0","SA_F",8.170666667,"T0","carb",0.605160317,1.07611740701917,0.849313977069834,1.29738866054654
"108",12,"CFSB9","400_28",2,447,28,"T0","F","SSID","B","T0","T0","SB_F",11.544,"T0","carb",1.034981647,1.07611740701917,0.849313977069834,1.29738866054654
"109",13,"CFSC11","400_28",2,447,28,"T0","F","SSID","C","T0","T0","SC_F",9.465666667,"T0","carb",1.261600217,1.07611740701917,0.849313977069834,1.29738866054654
"110",14,"CFSD12","400_28",2,447,28,"T0","F","SSID","D","T0","T0","SD_F",9.394333333,"T0","carb",1.179693974,1.07611740701917,0.849313977069834,1.29738866054654
"111",15,"CFSE9","400_28",2,447,28,"T0","F","SSID","E","T0","T0","SE_F",9.466666667,"T0","carb",0.764934434,1.07611740701917,0.849313977069834,1.29738866054654
"112",16,"CNAA13","400_28",2,447,28,"T0","N","PAST","A","T0","T0","AA_N",7.16,"T0","carb",1.360746142,1.39998587339073,1.2047305702935,1.59109531982771
"113",17,"CNAB9","400_28",2,447,28,"T0","N","PAST","B","T0","T0","AB_N",9.5,"T0","carb",1.122135651,1.39998587339073,1.2047305702935,1.59109531982771
"114",18,"CNAC9","400_28",2,447,28,"T0","N","PAST","C","T0","T0","AC_N",9.716333333,"T0","carb",0.950007658,1.39998587339073,1.2047305702935,1.59109531982771
"115",19,"CNAD12","400_28",2,447,28,"T0","N","PAST","D","T0","T0","AD_N",10.35566667,"T0","carb",0.56932635,1.39998587339073,1.2047305702935,1.59109531982771
"116",20,"CNAE9","400_28",2,447,28,"T0","N","PAST","E","T0","T0","AE_N",9.664,"T0","carb",1.333993209,1.39998587339073,1.2047305702935,1.59109531982771
"117",21,"CNAF9","400_28",2,447,28,"T0","N","PAST","F","T0","T0","AF_N",10.11366667,"T0","carb",1.569155731,1.39998587339073,1.2047305702935,1.59109531982771
"118",22,"CNPA9","400_28",2,447,28,"T0","N","PSTR","A","T0","T0","PA_N",10.44766667,"T0","carb",0.293315858,0.84195836380508,0.581006433399987,1.09239441694223
"119",23,"CNPB9","400_28",2,447,28,"T0","N","PSTR","B","T0","T0","PB_N",11.17033333,"T0","carb",0.450948388,0.84195836380508,0.581006433399987,1.09239441694223
"120",24,"CNPC10","400_28",2,447,28,"T0","N","PSTR","C","T0","T0","PC_N",10.55266667,"T0","carb",1.120939875,0.84195836380508,0.581006433399987,1.09239441694223
"121",25,"CNPD9","400_28",2,447,28,"T0","N","PSTR","D","T0","T0","PD_N",7.814333333,"T0","carb",1.024084037,0.84195836380508,0.581006433399987,1.09239441694223
"122",26,"CNPE10","400_28",2,447,28,"T0","N","PSTR","E","T0","T0","PE_N",10.709,"T0","carb",1.103422649,0.84195836380508,0.581006433399987,1.09239441694223
"123",27,"CNPF15","400_28",2,447,28,"T0","N","PSTR","F","T0","T0","PF_N",9.076,"T0","carb",1.324968812,0.84195836380508,0.581006433399987,1.09239441694223
"124",28,"CNSB15","400_28",2,447,28,"T0","N","SSID","B","T0","T0","SB_N",10.22766667,"T0","carb",1.484708171,1.07611740701917,0.849313977069834,1.29738866054654
"125",29,"CNSC9","400_28",2,447,28,"T0","N","SSID","C","T0","T0","SC_N",11.61133333,"T0","carb",1.069439676,1.07611740701917,0.849313977069834,1.29738866054654
"126",30,"CNSD10","400_28",2,447,28,"T0","N","SSID","D","T0","T0","SD_N",11.04566667,"T0","carb",1.226928056,1.07611740701917,0.849313977069834,1.29738866054654
"127",31,"CNSE9","400_28",2,447,28,"T0","N","SSID","E","T0","T0","SE_N",10.54866667,"T0","carb",0.69827626,1.07611740701917,0.849313977069834,1.29738866054654
"128",32,"CNSF22","400_28",2,447,28,"T0","N","SSID","F","T0","T0","SF_N",10.542,"T0","carb",1.403308738,1.07611740701917,0.849313977069834,1.29738866054654
"129",1,"CFAA15","400_28",2,447,28,"T0","F","PAST","A","T0","T0","AA_F",12.00066667,"T0","chla",1.198,43.6096679015166,23.6316061419515,63.1635353929048
"130",2,"CFAB19","400_28",2,447,28,"T0","F","PAST","B","T0","T0","AB_F",11.39933333,"T0","chla",69.379,43.6096679015166,23.6316061419515,63.1635353929048
"131",3,"CFAC15","400_28",2,447,28,"T0","F","PAST","C","T0","T0","AC_F",10.686,"T0","chla",44.57,43.6096679015166,23.6316061419515,63.1635353929048
"132",4,"CFAD11","400_28",2,447,28,"T0","F","PAST","D","T0","T0","AD_F",10.54933333,"T0","chla",99.405,43.6096679015166,23.6316061419515,63.1635353929048
"133",5,"CFAD11","400_28",2,447,28,"T0","F","PAST","D","T0","T0","AD_F",10.54933333,"T0","chla",99.405,43.6096679015166,23.6316061419515,63.1635353929048
"134",6,"CFAE9","400_28",2,447,28,"T0","F","PAST","E","T0","T0","AE_F",14.14233333,"T0","chla",34.099,43.6096679015166,23.6316061419515,63.1635353929048
"135",7,"CFAE9","400_28",2,447,28,"T0","F","PAST","E","T0","T0","AE_F",14.14233333,"T0","chla",34.099,43.6096679015166,23.6316061419515,63.1635353929048
"136",8,"CFAF11","400_28",2,447,28,"T0","F","PAST","F","T0","T0","AF_F",6.160666667,"T0","chla",19.384,43.6096679015166,23.6316061419515,63.1635353929048
"137",9,"CFPB8","400_28",2,447,28,"T0","F","PSTR","B","T0","T0","PB_F",7.280333333,"T0","chla",68.647,52.170247444446,25.4702618398834,77.7942733071605
"138",10,"CFPE13","400_28",2,447,28,"T0","F","PSTR","E","T0","T0","PE_F",8.785333333,"T0","chla",6.886,52.170247444446,25.4702618398834,77.7942733071605
"139",11,"CFSA9","400_28",2,447,28,"T0","F","SSID","A","T0","T0","SA_F",8.170666667,"T0","chla",21.623,45.3603752940354,22.1543836567557,68.0003276971972
"140",12,"CFSB9","400_28",2,447,28,"T0","F","SSID","B","T0","T0","SB_F",11.544,"T0","chla",51.496,45.3603752940354,22.1543836567557,68.0003276971972
"141",13,"CFSC11","400_28",2,447,28,"T0","F","SSID","C","T0","T0","SC_F",9.465666667,"T0","chla",11.301,45.3603752940354,22.1543836567557,68.0003276971972
"142",14,"CFSD12","400_28",2,447,28,"T0","F","SSID","D","T0","T0","SD_F",9.394333333,"T0","chla",46.666,45.3603752940354,22.1543836567557,68.0003276971972
"143",15,"CFSE9","400_28",2,447,28,"T0","F","SSID","E","T0","T0","SE_F",9.466666667,"T0","chla",26.674,45.3603752940354,22.1543836567557,68.0003276971972
"144",16,"CNAA13","400_28",2,447,28,"T0","N","PAST","A","T0","T0","AA_N",7.16,"T0","chla",15.124,43.6096679015166,23.6316061419515,63.1635353929048
"145",17,"CNAB9","400_28",2,447,28,"T0","N","PAST","B","T0","T0","AB_N",9.5,"T0","chla",55.377,43.6096679015166,23.6316061419515,63.1635353929048
"146",18,"CNAC9","400_28",2,447,28,"T0","N","PAST","C","T0","T0","AC_N",9.716333333,"T0","chla",79.411,43.6096679015166,23.6316061419515,63.1635353929048
"147",19,"CNAD12","400_28",2,447,28,"T0","N","PAST","D","T0","T0","AD_N",10.35566667,"T0","chla",3.454,43.6096679015166,23.6316061419515,63.1635353929048
"148",20,"CNAE9","400_28",2,447,28,"T0","N","PAST","E","T0","T0","AE_N",9.664,"T0","chla",17.238,43.6096679015166,23.6316061419515,63.1635353929048
"149",21,"CNAF9","400_28",2,447,28,"T0","N","PAST","F","T0","T0","AF_N",10.11366667,"T0","chla",41.787,43.6096679015166,23.6316061419515,63.1635353929048
"150",22,"CNPA9","400_28",2,447,28,"T0","N","PSTR","A","T0","T0","PA_N",10.44766667,"T0","chla",9.148,52.170247444446,25.4702618398834,77.7942733071605
"151",23,"CNPB9","400_28",2,447,28,"T0","N","PSTR","B","T0","T0","PB_N",11.17033333,"T0","chla",5.652,52.170247444446,25.4702618398834,77.7942733071605
"152",24,"CNPC10","400_28",2,447,28,"T0","N","PSTR","C","T0","T0","PC_N",10.55266667,"T0","chla",9.14,52.170247444446,25.4702618398834,77.7942733071605
"153",25,"CNPD9","400_28",2,447,28,"T0","N","PSTR","D","T0","T0","PD_N",7.814333333,"T0","chla",81.236,52.170247444446,25.4702618398834,77.7942733071605
"154",26,"CNPE10","400_28",2,447,28,"T0","N","PSTR","E","T0","T0","PE_N",10.709,"T0","chla",119.128,52.170247444446,25.4702618398834,77.7942733071605
"155",27,"CNPF15","400_28",2,447,28,"T0","N","PSTR","F","T0","T0","PF_N",9.076,"T0","chla",117.86,52.170247444446,25.4702618398834,77.7942733071605
"156",28,"CNSB15","400_28",2,447,28,"T0","N","SSID","B","T0","T0","SB_N",10.22766667,"T0","chla",66.697,45.3603752940354,22.1543836567557,68.0003276971972
"157",29,"CNSC9","400_28",2,447,28,"T0","N","SSID","C","T0","T0","SC_N",11.61133333,"T0","chla",55.879,45.3603752940354,22.1543836567557,68.0003276971972
"158",30,"CNSD10","400_28",2,447,28,"T0","N","SSID","D","T0","T0","SD_N",11.04566667,"T0","chla",101.447,45.3603752940354,22.1543836567557,68.0003276971972
